manta_path,xiris_path,P,V,L,H
1707152564091354400.png,1707152564074691900.png,0.85,0.0,0.863095238095238,0.819672131147541
1707152564091354400.png,1707152564091662600.png,0.85,0.0,0.863095238095238,0.819672131147541
1707152564102725500.png,1707152564091662600.png,0.85,0.0,0.863095238095238,0.819672131147541
1707152564102725500.png,1707152564108655200.png,0.85,0.0,0.869047619047619,0.8360655737704918
1707152564113813000.png,1707152564108655200.png,0.85,0.0,0.869047619047619,0.8360655737704918
1707152564125229200.png,1707152564108655200.png,0.85,0.0,0.869047619047619,0.8360655737704918
1707152564125229200.png,1707152564125663600.png,0.85,0.0,0.869047619047619,0.8360655737704918
1707152564136541100.png,1707152564125663600.png,0.85,0.0,0.869047619047619,0.8360655737704918
1707152564136541100.png,1707152564142467200.png,0.85,0.0,0.863095238095238,0.819672131147541
1707152564149223700.png,1707152564142467200.png,0.85,0.0,0.863095238095238,0.819672131147541
1707152564149223700.png,1707152564158974300.png,0.85,0.0,0.863095238095238,0.8360655737704918
1707152564159923900.png,1707152564158974300.png,0.85,0.0,0.863095238095238,0.8360655737704918
1707152564171092300.png,1707152564158974300.png,0.85,0.0,0.863095238095238,0.8360655737704918
1707152564171092300.png,1707152564175243800.png,0.85,0.0,0.8571428571428571,0.819672131147541
1707152564182014900.png,1707152564175243800.png,0.85,0.0,0.8571428571428571,0.819672131147541
1707152564182014900.png,1707152564191273300.png,0.85,0.0,0.863095238095238,0.8360655737704918
1707152564192973900.png,1707152564191273300.png,0.85,0.0,0.863095238095238,0.8360655737704918
1707152564204167600.png,1707152564191273300.png,0.85,0.0,0.863095238095238,0.8360655737704918
1707152564204167600.png,1707152564207852000.png,0.85,0.0,0.863095238095238,0.8032786885245902
1707152564216797000.png,1707152564207852000.png,0.85,0.0,0.863095238095238,0.8032786885245902
1707152564216797000.png,1707152564224022600.png,0.85,0.0,0.8571428571428571,0.819672131147541
1707152564227829700.png,1707152564224022600.png,0.85,0.0,0.8571428571428571,0.819672131147541
1707152564238478000.png,1707152564224022600.png,0.85,0.0,0.8571428571428571,0.819672131147541
1707152564238478000.png,1707152564240118200.png,0.85,0.0,0.8571428571428571,0.8032786885245902
1707152564249277700.png,1707152564240118200.png,0.85,0.0,0.8571428571428571,0.8032786885245902
1707152564249277700.png,1707152564257603800.png,0.85,0.0,0.863095238095238,0.8032786885245902
1707152564261201800.png,1707152564257603800.png,0.85,0.0,0.863095238095238,0.8032786885245902
1707152564271784500.png,1707152564257603800.png,0.85,0.0,0.863095238095238,0.8032786885245902
1707152564271784500.png,1707152564274958900.png,0.85,0.0,0.863095238095238,0.819672131147541
1707152564283511800.png,1707152564274958900.png,0.85,0.0,0.863095238095238,0.819672131147541
1707152564283511800.png,1707152564291365700.png,0.85,0.0,0.869047619047619,0.819672131147541
1707152564294318100.png,1707152564291365700.png,0.85,0.0,0.869047619047619,0.819672131147541
1707152564306925600.png,1707152564291365700.png,0.85,0.0,0.869047619047619,0.819672131147541
1707152564306925600.png,1707152564308557200.png,0.85,0.0,0.869047619047619,0.819672131147541
1707152564317482800.png,1707152564308557200.png,0.85,0.0,0.869047619047619,0.819672131147541
1707152564317482800.png,1707152564326039100.png,0.85,0.0,0.863095238095238,0.819672131147541
1707152564328074100.png,1707152564326039100.png,0.85,0.0,0.863095238095238,0.819672131147541
1707152564339646300.png,1707152564326039100.png,0.85,0.0,0.863095238095238,0.819672131147541
1707152564339646300.png,1707152564344132500.png,0.85,0.0,0.8511904761904762,0.819672131147541
1707152564351314300.png,1707152564344132500.png,0.85,0.0,0.8511904761904762,0.819672131147541
1707152564351314300.png,1707152564361407400.png,0.85,0.0,0.863095238095238,0.819672131147541
1707152564363497200.png,1707152564361407400.png,0.85,0.0,0.863095238095238,0.819672131147541
1707152564374533800.png,1707152564361407400.png,0.85,0.0,0.863095238095238,0.819672131147541
1707152564374533800.png,1707152564378461700.png,0.85,0.0,0.863095238095238,0.819672131147541
1707152564384353800.png,1707152564378461700.png,0.85,0.0,0.863095238095238,0.819672131147541
1707152564384353800.png,1707152564395742000.png,0.85,0.0,0.869047619047619,0.819672131147541
1707152564395858300.png,1707152564395742000.png,0.85,0.0,0.869047619047619,0.819672131147541
1707152564408451600.png,1707152564395742000.png,0.85,0.0,0.869047619047619,0.819672131147541
1707152564408451600.png,1707152564413018500.png,0.85,0.0,0.863095238095238,0.819672131147541
1707152564418726400.png,1707152564413018500.png,0.85,0.0,0.863095238095238,0.819672131147541
1707152564429861800.png,1707152564413018500.png,0.85,0.0,0.863095238095238,0.819672131147541
1707152564429861800.png,1707152564430363200.png,0.85,0.0,0.8571428571428571,0.8032786885245902
1707152564440691800.png,1707152564430363200.png,0.85,0.0,0.8571428571428571,0.8032786885245902
1707152564440691800.png,1707152564447684400.png,0.85,0.0,0.863095238095238,0.819672131147541
1707152564452043400.png,1707152564447684400.png,0.85,0.0,0.863095238095238,0.819672131147541
1707152564463330500.png,1707152564447684400.png,0.85,0.0,0.863095238095238,0.819672131147541
1707152564463330500.png,1707152564465099000.png,0.85,0.0,0.869047619047619,0.819672131147541
1707152564474928100.png,1707152564465099000.png,0.85,0.0,0.869047619047619,0.819672131147541
1707152564474928100.png,1707152564482641800.png,0.85,0.0,0.869047619047619,0.819672131147541
1707152564485643500.png,1707152564482641800.png,0.85,0.0,0.869047619047619,0.819672131147541
1707152564497086000.png,1707152564482641800.png,0.85,0.0,0.869047619047619,0.819672131147541
1707152564497086000.png,1707152564500648800.png,0.85,0.0,0.863095238095238,0.819672131147541
1707152564508247000.png,1707152564500648800.png,0.85,0.0,0.863095238095238,0.819672131147541
1707152564508247000.png,1707152564517907400.png,0.85,0.0,0.8511904761904762,0.819672131147541
1707152564519582100.png,1707152564517907400.png,0.85,0.0,0.8511904761904762,0.819672131147541
1707152564531089800.png,1707152564517907400.png,0.85,0.0,0.8511904761904762,0.819672131147541
1707152564531089800.png,1707152564535675200.png,0.85,0.0,0.8511904761904762,0.819672131147541
1707152564543544500.png,1707152564535675200.png,0.85,0.0,0.8511904761904762,0.819672131147541
1707152564543544500.png,1707152564552792800.png,0.85,0.0,0.8511904761904762,0.819672131147541
1707152564553519000.png,1707152564552792800.png,0.85,0.0,0.8511904761904762,0.819672131147541
1707152564564919300.png,1707152564552792800.png,0.85,0.0,0.8511904761904762,0.819672131147541
1707152564564919300.png,1707152564569913900.png,0.85,0.0,0.8511904761904762,0.819672131147541
1707152564576532900.png,1707152564569913900.png,0.85,0.0,0.8511904761904762,0.819672131147541
1707152564587060200.png,1707152564569913900.png,0.85,0.0,0.8511904761904762,0.819672131147541
1707152564587060200.png,1707152564587850600.png,0.85,0.0,0.8571428571428571,0.8032786885245902
1707152564598653500.png,1707152564587850600.png,0.85,0.0,0.8571428571428571,0.8032786885245902
1707152564598653500.png,1707152564604927300.png,0.85,0.0,0.8452380952380952,0.8032786885245902
1707152564609755600.png,1707152564604927300.png,0.85,0.0,0.8452380952380952,0.8032786885245902
1707152564621028900.png,1707152564604927300.png,0.85,0.0,0.8452380952380952,0.8032786885245902
1707152564621028900.png,1707152564622147500.png,0.85,0.0,0.8571428571428571,0.8032786885245902
1707152564633173900.png,1707152564622147500.png,0.85,0.0,0.8571428571428571,0.8032786885245902
1707152564633173900.png,1707152564639119100.png,0.85,0.0,0.8452380952380952,0.819672131147541
1707152564644371100.png,1707152564639119100.png,0.85,0.0,0.8452380952380952,0.819672131147541
1707152564654919800.png,1707152564639119100.png,0.85,0.0,0.8452380952380952,0.819672131147541
1707152564654919800.png,1707152564656587900.png,0.85,0.0,0.8452380952380952,0.8032786885245902
1707152564666225400.png,1707152564656587900.png,0.85,0.0,0.8452380952380952,0.8032786885245902
1707152564666225400.png,1707152564673959600.png,0.85,0.0,0.8392857142857143,0.819672131147541
1707152564677760400.png,1707152564673959600.png,0.85,0.0,0.8392857142857143,0.819672131147541
1707152564688926600.png,1707152564673959600.png,0.85,0.0,0.8392857142857143,0.819672131147541
1707152564688926600.png,1707152564690731400.png,0.85,0.0,0.8511904761904762,0.819672131147541
1707152564700352000.png,1707152564690731400.png,0.85,0.0,0.8511904761904762,0.819672131147541
1707152564700352000.png,1707152564707806100.png,0.85,0.0,0.8511904761904762,0.8032786885245902
1707152564711102700.png,1707152564707806100.png,0.85,0.0,0.8511904761904762,0.8032786885245902
1707152564722514100.png,1707152564707806100.png,0.85,0.0,0.8511904761904762,0.8032786885245902
1707152564722514100.png,1707152564724803700.png,0.85,0.0,0.8452380952380952,0.8032786885245902
1707152564733746000.png,1707152564724803700.png,0.85,0.0,0.8452380952380952,0.8032786885245902
1707152564733746000.png,1707152564742938100.png,0.85,0.0,0.8511904761904762,0.819672131147541
1707152564745184700.png,1707152564742938100.png,0.85,0.0,0.8511904761904762,0.819672131147541
1707152564756377700.png,1707152564742938100.png,0.85,0.0,0.8511904761904762,0.819672131147541
1707152564756377700.png,1707152564760301400.png,0.85,0.0,0.8511904761904762,0.8032786885245902
1707152564767842100.png,1707152564760301400.png,0.85,0.0,0.8511904761904762,0.8032786885245902
1707152564767842100.png,1707152564777186000.png,0.85,0.0,0.8452380952380952,0.819672131147541
1707152564778756000.png,1707152564777186000.png,0.85,0.0,0.8452380952380952,0.819672131147541
1707152564790510100.png,1707152564777186000.png,0.85,0.0,0.8452380952380952,0.819672131147541
1707152564790510100.png,1707152564794775700.png,0.85,0.0,0.8511904761904762,0.819672131147541
1707152564801204300.png,1707152564794775700.png,0.85,0.0,0.8511904761904762,0.819672131147541
1707152564801204300.png,1707152564811805400.png,0.85,0.0,0.8452380952380952,0.819672131147541
1707152564812617000.png,1707152564811805400.png,0.85,0.0,0.8452380952380952,0.819672131147541
1707152564823889300.png,1707152564811805400.png,0.85,0.0,0.8452380952380952,0.819672131147541
1707152564823889300.png,1707152564830225000.png,0.85,0.0,0.8452380952380952,0.819672131147541
1707152564835118300.png,1707152564830225000.png,0.85,0.0,0.8452380952380952,0.819672131147541
1707152564846397900.png,1707152564830225000.png,0.85,0.0,0.8452380952380952,0.819672131147541
1707152564846397900.png,1707152564847350200.png,0.85,0.0,0.8452380952380952,0.819672131147541
1707152564857700300.png,1707152564847350200.png,0.85,0.0,0.8452380952380952,0.819672131147541
1707152564857700300.png,1707152564864674600.png,0.85,0.0,0.8511904761904762,0.819672131147541
1707152564869022400.png,1707152564864674600.png,0.85,0.0,0.8511904761904762,0.819672131147541
1707152564880188600.png,1707152564864674600.png,0.85,0.0,0.8511904761904762,0.819672131147541
1707152564880188600.png,1707152564881798300.png,0.85,0.0,0.8571428571428571,0.819672131147541
1707152564891498600.png,1707152564881798300.png,0.85,0.0,0.8571428571428571,0.819672131147541
1707152564891498600.png,1707152564898755100.png,0.85,0.0,0.8511904761904762,0.819672131147541
1707152564902841800.png,1707152564898755100.png,0.85,0.0,0.8511904761904762,0.819672131147541
1707152564914167700.png,1707152564898755100.png,0.85,0.0,0.8511904761904762,0.819672131147541
1707152564914167700.png,1707152564915953700.png,0.85,0.0,0.8511904761904762,0.8032786885245902
1707152564925249600.png,1707152564915953700.png,0.85,0.0,0.8511904761904762,0.8032786885245902
1707152564925249600.png,1707152564933261200.png,0.85,0.0,0.8511904761904762,0.819672131147541
1707152564936517700.png,1707152564933261200.png,0.85,0.0,0.8511904761904762,0.819672131147541
1707152564947817300.png,1707152564933261200.png,0.85,0.0,0.8511904761904762,0.819672131147541
1707152564947817300.png,1707152564950588900.png,0.85,0.0,0.8571428571428571,0.819672131147541
1707152564959109100.png,1707152564950588900.png,0.85,0.0,0.8571428571428571,0.819672131147541
1707152564959109100.png,1707152564967498600.png,0.85,0.0,0.8452380952380952,0.8360655737704918
1707152564970371500.png,1707152564967498600.png,0.85,0.0,0.8452380952380952,0.8360655737704918
1707152564981914000.png,1707152564967498600.png,0.85,0.0,0.8452380952380952,0.8360655737704918
1707152564981914000.png,1707152564985078400.png,0.85,0.0,0.8511904761904762,0.819672131147541
1707152564993016400.png,1707152564985078400.png,0.85,0.0,0.8511904761904762,0.819672131147541
1707152564993016400.png,1707152565002312900.png,0.85,0.0,0.8511904761904762,0.819672131147541
1707152565004233100.png,1707152565002312900.png,0.85,0.0,0.8511904761904762,0.819672131147541
1707152565015496800.png,1707152565002312900.png,0.85,0.0,0.8511904761904762,0.819672131147541
1707152565015496800.png,1707152565019664400.png,0.85,0.0,0.8511904761904762,0.819672131147541
1707152565026818200.png,1707152565019664400.png,0.85,0.0,0.8511904761904762,0.819672131147541
1707152565026818200.png,1707152565036846300.png,0.85,0.0,0.8571428571428571,0.819672131147541
1707152565037868600.png,1707152565036846300.png,0.85,0.0,0.8571428571428571,0.819672131147541
1707152565049155500.png,1707152565036846300.png,0.85,0.0,0.8571428571428571,0.819672131147541
1707152565049155500.png,1707152565053949900.png,0.85,0.0,0.8571428571428571,0.8360655737704918
1707152565060658000.png,1707152565053949900.png,0.85,0.0,0.8571428571428571,0.8360655737704918
1707152565071838600.png,1707152565053949900.png,0.85,0.0,0.8571428571428571,0.8360655737704918
1707152565071838600.png,1707152565072132300.png,0.85,0.0,0.8571428571428571,0.8360655737704918
1707152565083555400.png,1707152565072132300.png,0.85,0.0,0.8571428571428571,0.8360655737704918
1707152565083555400.png,1707152565088779800.png,0.85,0.0,0.863095238095238,0.819672131147541
1707152565095092900.png,1707152565088779800.png,0.85,0.0,0.863095238095238,0.819672131147541
1707152565106050200.png,1707152565088779800.png,0.85,0.0,0.863095238095238,0.819672131147541
1707152565106050200.png,1707152565106337000.png,0.85,0.0,0.8511904761904762,0.819672131147541
1707152565116829000.png,1707152565106337000.png,0.85,0.0,0.8511904761904762,0.819672131147541
1707152565116829000.png,1707152565123575100.png,0.85,0.0,0.8571428571428571,0.819672131147541
1707152565128156400.png,1707152565123575100.png,0.85,0.0,0.8571428571428571,0.819672131147541
1707152565139584100.png,1707152565123575100.png,0.85,0.0,0.8571428571428571,0.819672131147541
1707152565139584100.png,1707152565141247100.png,0.85,0.0,0.8571428571428571,0.819672131147541
1707152565150810900.png,1707152565141247100.png,0.85,0.0,0.8571428571428571,0.819672131147541
1707152565150810900.png,1707152565158203500.png,0.85,0.0,0.8571428571428571,0.819672131147541
1707152565162272200.png,1707152565158203500.png,0.85,0.0,0.8571428571428571,0.819672131147541
1707152565173289800.png,1707152565158203500.png,0.85,0.0,0.8571428571428571,0.819672131147541
1707152565173289800.png,1707152565174900700.png,0.85,0.0,0.869047619047619,0.8360655737704918
1707152565184632800.png,1707152565174900700.png,0.85,0.0,0.869047619047619,0.8360655737704918
1707152565184632800.png,1707152565190904800.png,0.85,0.0,0.869047619047619,0.8360655737704918
1707152565196742400.png,1707152565190904800.png,0.85,0.0,0.869047619047619,0.8360655737704918
1707152565196742400.png,1707152565207206600.png,0.85,0.0,0.863095238095238,0.8360655737704918
1707152565207299900.png,1707152565207206600.png,0.85,0.0,0.863095238095238,0.8360655737704918
1707152565218496400.png,1707152565207206600.png,0.85,0.0,0.863095238095238,0.8360655737704918
1707152565218496400.png,1707152565223365300.png,0.85,0.0,0.869047619047619,0.819672131147541
1707152565229742800.png,1707152565223365300.png,0.85,0.0,0.869047619047619,0.819672131147541
1707152565229742800.png,1707152565239483200.png,0.85,0.0,0.869047619047619,0.819672131147541
1707152565240893700.png,1707152565239483200.png,0.85,0.0,0.869047619047619,0.819672131147541
1707152565252194600.png,1707152565239483200.png,0.85,0.0,0.869047619047619,0.819672131147541
1707152565252194600.png,1707152565255893900.png,0.85,0.0,0.863095238095238,0.819672131147541
1707152565263477900.png,1707152565255893900.png,0.85,0.0,0.863095238095238,0.819672131147541
1707152565263477900.png,1707152565271835000.png,0.85,0.0,0.869047619047619,0.8360655737704918
1707152565274568300.png,1707152565271835000.png,0.85,0.0,0.869047619047619,0.8360655737704918
1707152565286170000.png,1707152565271835000.png,0.85,0.0,0.869047619047619,0.8360655737704918
1707152565286170000.png,1707152565288150500.png,0.85,0.0,0.869047619047619,0.819672131147541
1707152565297385500.png,1707152565288150500.png,0.85,0.0,0.869047619047619,0.819672131147541
1707152565297385500.png,1707152565305460100.png,0.85,0.0,0.863095238095238,0.819672131147541
1707152565308580900.png,1707152565305460100.png,0.85,0.0,0.863095238095238,0.819672131147541
1707152565319842200.png,1707152565305460100.png,0.85,0.0,0.863095238095238,0.819672131147541
1707152565319842200.png,1707152565321836900.png,0.85,0.0,0.863095238095238,0.819672131147541
1707152565331174900.png,1707152565321836900.png,0.85,0.0,0.863095238095238,0.819672131147541
1707152565331174900.png,1707152565339131500.png,0.85,0.0,0.863095238095238,0.819672131147541
1707152565342403900.png,1707152565339131500.png,0.85,0.0,0.863095238095238,0.819672131147541
1707152565353649600.png,1707152565339131500.png,0.85,0.0,0.863095238095238,0.819672131147541
1707152565353649600.png,1707152565356294600.png,0.85,0.0,0.863095238095238,0.819672131147541
1707152565364853200.png,1707152565356294600.png,0.85,0.0,0.863095238095238,0.819672131147541
1707152565364853200.png,1707152565373494900.png,0.85,0.0,0.863095238095238,0.8360655737704918
1707152565376261900.png,1707152565373494900.png,0.85,0.0,0.863095238095238,0.8360655737704918
1707152565387477700.png,1707152565373494900.png,0.85,0.0,0.863095238095238,0.8360655737704918
1707152565387477700.png,1707152565391022200.png,0.85,0.0,0.869047619047619,0.819672131147541
1707152565400059400.png,1707152565391022200.png,0.85,0.0,0.869047619047619,0.819672131147541
1707152565400059400.png,1707152565408755100.png,0.85,0.0,0.863095238095238,0.8360655737704918
1707152565410016500.png,1707152565408755100.png,0.85,0.0,0.863095238095238,0.8360655737704918
1707152565421332000.png,1707152565408755100.png,0.85,0.0,0.863095238095238,0.8360655737704918
1707152565421332000.png,1707152565426083400.png,0.85,0.0,0.863095238095238,0.8360655737704918
1707152565432986500.png,1707152565426083400.png,0.85,0.0,0.863095238095238,0.8360655737704918
1707152565432986500.png,1707152565443316400.png,0.85,0.0,0.863095238095238,0.819672131147541
1707152565443657400.png,1707152565443316400.png,0.85,0.0,0.863095238095238,0.819672131147541
1707152565454949200.png,1707152565443316400.png,0.85,0.0,0.863095238095238,0.819672131147541
1707152565454949200.png,1707152565460444300.png,0.85,0.0,0.869047619047619,0.8360655737704918
1707152565466354600.png,1707152565460444300.png,0.85,0.0,0.869047619047619,0.8360655737704918
1707152565477851400.png,1707152565460444300.png,0.85,0.0,0.869047619047619,0.8360655737704918
1707152565477851400.png,1707152565478192100.png,0.85,0.0,0.863095238095238,0.819672131147541
1707152565488798400.png,1707152565478192100.png,0.85,0.0,0.863095238095238,0.819672131147541
1707152565488798400.png,1707152565494550500.png,0.85,0.0,0.863095238095238,0.819672131147541
1707152565500032300.png,1707152565494550500.png,0.85,0.0,0.863095238095238,0.819672131147541
1707152565500032300.png,1707152565511095300.png,0.85,0.0,0.863095238095238,0.819672131147541
1707152565511494500.png,1707152565511095300.png,0.85,0.0,0.863095238095238,0.819672131147541
1707152565522778600.png,1707152565511095300.png,0.85,0.0,0.863095238095238,0.819672131147541
1707152565522778600.png,1707152565527639400.png,0.85,0.0,0.869047619047619,0.819672131147541
1707152565535447900.png,1707152565527639400.png,0.85,0.0,0.869047619047619,0.819672131147541
1707152565535447900.png,1707152565544445000.png,0.85,0.0,0.869047619047619,0.819672131147541
1707152565545145100.png,1707152565544445000.png,0.85,0.0,0.869047619047619,0.819672131147541
1707152565556512900.png,1707152565544445000.png,0.85,0.0,0.869047619047619,0.819672131147541
1707152565556512900.png,1707152565561589300.png,0.85,0.0,0.869047619047619,0.819672131147541
1707152565567774400.png,1707152565561589300.png,0.85,0.0,0.869047619047619,0.819672131147541
1707152565567774400.png,1707152565578763600.png,0.85,0.0,0.863095238095238,0.819672131147541
1707152565578954700.png,1707152565578763600.png,0.85,0.0,0.863095238095238,0.819672131147541
1707152565590314200.png,1707152565578763600.png,0.85,0.0,0.863095238095238,0.819672131147541
1707152565590314200.png,1707152565595794000.png,0.85,0.0,0.869047619047619,0.8032786885245902
1707152565601642300.png,1707152565595794000.png,0.85,0.0,0.869047619047619,0.8032786885245902
1707152565601642300.png,1707152565612873400.png,0.85,0.0,0.869047619047619,0.819672131147541
1707152565613171800.png,1707152565612873400.png,0.85,0.0,0.869047619047619,0.819672131147541
1707152565624275800.png,1707152565612873400.png,0.85,0.0,0.869047619047619,0.819672131147541
1707152565624275800.png,1707152565630991700.png,0.85,0.0,0.863095238095238,0.819672131147541
1707152565635619800.png,1707152565630991700.png,0.85,0.0,0.863095238095238,0.819672131147541
1707152565646724900.png,1707152565630991700.png,0.85,0.0,0.863095238095238,0.819672131147541
1707152565646724900.png,1707152565648323600.png,0.85,0.0,0.869047619047619,0.819672131147541
1707152565657803900.png,1707152565648323600.png,0.85,0.0,0.869047619047619,0.819672131147541
1707152565657803900.png,1707152565665660700.png,0.85,0.0,0.869047619047619,0.8032786885245902
1707152565669181100.png,1707152565665660700.png,0.85,0.0,0.869047619047619,0.8032786885245902
1707152565680407600.png,1707152565665660700.png,0.85,0.0,0.869047619047619,0.8032786885245902
1707152565680407600.png,1707152565682865800.png,0.85,0.0,0.863095238095238,0.8032786885245902
1707152565691668300.png,1707152565682865800.png,0.85,0.0,0.863095238095238,0.8032786885245902
1707152565691668300.png,1707152565699832200.png,0.85,0.0,0.869047619047619,0.819672131147541
1707152565703098400.png,1707152565699832200.png,0.85,0.0,0.869047619047619,0.819672131147541
1707152565714361200.png,1707152565699832200.png,0.85,0.0,0.869047619047619,0.819672131147541
1707152565714361200.png,1707152565717498500.png,0.85,0.0,0.8749999999999999,0.819672131147541
1707152565726484800.png,1707152565717498500.png,0.85,0.0,0.8749999999999999,0.819672131147541
1707152565726484800.png,1707152565734401600.png,0.85,0.0,0.8809523809523808,0.819672131147541
1707152565736957800.png,1707152565734401600.png,0.85,0.0,0.8809523809523808,0.819672131147541
1707152565747990100.png,1707152565734401600.png,0.85,0.0,0.8809523809523808,0.819672131147541
1707152565747990100.png,1707152565751603700.png,0.85,0.0,0.8749999999999999,0.819672131147541
1707152565760007900.png,1707152565751603700.png,0.85,0.0,0.8749999999999999,0.819672131147541
1707152565760007900.png,1707152565769440900.png,0.85,0.0,0.8869047619047618,0.8032786885245902
1707152565770551900.png,1707152565769440900.png,0.85,0.0,0.8869047619047618,0.8032786885245902
1707152565781896800.png,1707152565769440900.png,0.85,0.0,0.8869047619047618,0.8032786885245902
1707152565781896800.png,1707152565787221300.png,0.85,0.0,0.8749999999999999,0.819672131147541
1707152565793208200.png,1707152565787221300.png,0.85,0.0,0.8749999999999999,0.819672131147541
1707152565793208200.png,1707152565803339000.png,0.85,0.0,0.8749999999999999,0.819672131147541
1707152565804412900.png,1707152565803339000.png,0.85,0.0,0.8749999999999999,0.819672131147541
1707152565815706400.png,1707152565803339000.png,0.85,0.0,0.8749999999999999,0.819672131147541
1707152565815706400.png,1707152565819714400.png,0.85,0.0,0.8749999999999999,0.819672131147541
1707152565827055900.png,1707152565819714400.png,0.85,0.0,0.8749999999999999,0.819672131147541
1707152565827055900.png,1707152565836541500.png,0.85,0.0,0.8749999999999999,0.8032786885245902
1707152565838322900.png,1707152565836541500.png,0.85,0.0,0.8749999999999999,0.8032786885245902
1707152565849654300.png,1707152565836541500.png,0.85,0.0,0.8749999999999999,0.8032786885245902
1707152565849654300.png,1707152565853344500.png,0.85,0.0,0.8809523809523808,0.8032786885245902
1707152565860780100.png,1707152565853344500.png,0.85,0.0,0.8809523809523808,0.8032786885245902
1707152565860780100.png,1707152565870922500.png,0.85,0.0,0.8749999999999999,0.8032786885245902
1707152565871943600.png,1707152565870922500.png,0.85,0.0,0.8749999999999999,0.8032786885245902
1707152565883176100.png,1707152565870922500.png,0.85,0.0,0.8749999999999999,0.8032786885245902
1707152565883176100.png,1707152565887349800.png,0.85,0.0,0.8809523809523808,0.8032786885245902
1707152565894878900.png,1707152565887349800.png,0.85,0.0,0.8809523809523808,0.8032786885245902
1707152565894878900.png,1707152565903586700.png,0.85,0.0,0.8809523809523808,0.8032786885245902
1707152565905790900.png,1707152565903586700.png,0.85,0.0,0.8809523809523808,0.8032786885245902
1707152565917227700.png,1707152565903586700.png,0.85,0.0,0.8809523809523808,0.8032786885245902
1707152565917227700.png,1707152565920082800.png,0.85,0.0,0.8869047619047618,0.8032786885245902
1707152565928354700.png,1707152565920082800.png,0.85,0.0,0.8869047619047618,0.8032786885245902
1707152565928354700.png,1707152565936395200.png,0.85,0.0,0.8749999999999999,0.8032786885245902
1707152565939850900.png,1707152565936395200.png,0.85,0.0,0.8749999999999999,0.8032786885245902
1707152565950831100.png,1707152565936395200.png,0.85,0.0,0.8749999999999999,0.8032786885245902
1707152565950831100.png,1707152565952595800.png,0.85,0.0,0.8809523809523808,0.8032786885245902
1707152565962298200.png,1707152565952595800.png,0.85,0.0,0.8809523809523808,0.8032786885245902
1707152565962298200.png,1707152565968700900.png,0.85,0.0,0.8749999999999999,0.819672131147541
1707152565973569300.png,1707152565968700900.png,0.85,0.0,0.8749999999999999,0.819672131147541
1707152565984788800.png,1707152565968700900.png,0.85,0.0,0.8749999999999999,0.819672131147541
1707152565984788800.png,1707152565985509200.png,0.85,0.0,0.869047619047619,0.8032786885245902
1707152565996068100.png,1707152565985509200.png,0.85,0.0,0.869047619047619,0.8032786885245902
1707152565996068100.png,1707152566001128500.png,0.85,0.0,0.8571428571428571,0.8032786885245902
1707152566007807300.png,1707152566001128500.png,0.85,0.0,0.8571428571428571,0.8032786885245902
1707152566007807300.png,1707152566017455700.png,0.85,0.0,0.869047619047619,0.8032786885245902
1707152566018482100.png,1707152566017455700.png,0.85,0.0,0.869047619047619,0.8032786885245902
1707152566029862800.png,1707152566017455700.png,0.85,0.0,0.869047619047619,0.8032786885245902
1707152566029862800.png,1707152566033650500.png,0.85,0.0,0.863095238095238,0.8032786885245902
1707152566042908400.png,1707152566033650500.png,0.85,0.0,0.863095238095238,0.8032786885245902
1707152566042908400.png,1707152566051866200.png,0.85,0.0,0.869047619047619,0.8032786885245902
1707152566053366700.png,1707152566051866200.png,0.85,0.0,0.869047619047619,0.8032786885245902
1707152566063693400.png,1707152566051866200.png,0.85,0.0,0.869047619047619,0.8032786885245902
1707152566063693400.png,1707152566068579200.png,0.85,0.0,0.8749999999999999,0.8032786885245902
1707152566075123600.png,1707152566068579200.png,0.85,0.0,0.8749999999999999,0.8032786885245902
1707152566075123600.png,1707152566085443800.png,0.85,0.0,0.863095238095238,0.8032786885245902
1707152566086503500.png,1707152566085443800.png,0.85,0.0,0.863095238095238,0.8032786885245902
1707152566098001900.png,1707152566085443800.png,0.85,0.0,0.863095238095238,0.8032786885245902
1707152566098001900.png,1707152566103076800.png,0.85,0.0,0.863095238095238,0.8032786885245902
1707152566108862000.png,1707152566103076800.png,0.85,0.0,0.863095238095238,0.8032786885245902
1707152566120158300.png,1707152566103076800.png,0.85,0.0,0.863095238095238,0.8032786885245902
1707152566120158300.png,1707152566120727000.png,0.85,0.0,0.869047619047619,0.8032786885245902
1707152566131383100.png,1707152566120727000.png,0.85,0.0,0.869047619047619,0.8032786885245902
1707152566131383100.png,1707152566138743300.png,0.85,0.0,0.869047619047619,0.8032786885245902
1707152566142604700.png,1707152566138743300.png,0.85,0.0,0.869047619047619,0.8032786885245902
1707152566153825000.png,1707152566138743300.png,0.85,0.0,0.869047619047619,0.8032786885245902
1707152566153825000.png,1707152566156891200.png,0.85,0.0,0.869047619047619,0.8032786885245902
1707152566165238600.png,1707152566156891200.png,0.85,0.0,0.869047619047619,0.8032786885245902
1707152566165238600.png,1707152566175285700.png,0.85,0.0,0.8571428571428571,0.8032786885245902
1707152566176638500.png,1707152566175285700.png,0.85,0.0,0.8571428571428571,0.8032786885245902
1707152566187873900.png,1707152566175285700.png,0.85,0.0,0.8571428571428571,0.8032786885245902
1707152566187873900.png,1707152566193133400.png,0.85,0.0,0.869047619047619,0.8032786885245902
